PROPERTY_ID,SALE_PRICE,SALE_DATE,YEAR_BUILT,EFFECTIVE_YEAR_BUILT,LATITUDE,LONGITUDE,STATE,CITY,ZIP,CENSUS_TRACT,LIVING_SQFT,LOT_SQFT,BEDROOMS,FULL_BATHS,HALF_BATHS,GARAGE_SPACES,FIREPLACE_CODE,TOTAL_POPULATION_25PLUS,MALE_BACHELORS_DEGREE,FEMALE_BACHELORS_DEGREE,PCT_BACHELORS_DEGREE,TOTAL_POPULATION,NON_HISPANIC_WHITE_POPULATION,PCT_WHITE,MEDIAN_EARNINGS_TOTAL,MEDIAN_EARNINGS_MALE,MEDIAN_EARNINGS_FEMALE,MEDIAN_HOUSEHOLD_INCOME,MEDIAN_HOME_VALUE,MEDIAN_GROSS_RENT,OWNER_OCCUPIED_UNITS,RENTER_OCCUPIED_UNITS,PCT_OWNER_OCCUPIED,OCCUPIED_UNITS,VACANT_UNITS,MEDIAN_AGE,CIVILIAN_EMPLOYED,CIVILIAN_UNEMPLOYED,UNEMPLOYMENT_RATE,POPULATION_BELOW_POVERTY,POVERTY_RATE,COUNTY_NAME,COUNTY_FIPS,VOTES_GOP,VOTES_DEM,TOTAL_VOTES,PER_GOP,PER_DEM,PER_POINT_DIFF,DEM_MARGIN,REP_MARGIN,CC_LIST_ID
93992302,312000,2006-10-03,1956,1956,40.764438,-72.94535,ny,bellport,11713,159300,1544,10454,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Suffolk County,36103,381253,381021,771541,0.4941448348175923,0.4938441379006430,0.0003006969169492,-0.00615586209935697900,-0.00585516518240769600,
90427551,32000,2005-06-30,1900,1900,43.006112,-74.367799,ny,johnstown,12095,971200,2456,6098,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fulton County,36035,15378,7931,23744,0.6476583557951483,0.3340212264150943,0.3136371293800539,-0.16597877358490570000,0.14765835579514830000,
90505687,610000,2021-12-17,2015,2015,42.195848,-74.134724,ny,tannersville,12485,080403,3419,6534,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Greene County,36039,14271,10346,25194,0.5664443915217909,0.4106533301579741,0.1557910613638168,-0.08934666984202588000,0.06644439152179094000,
92007152,58000,2015-09-11,2023,2023,43.180248,-78.782306,ny,lockport,14094,024303,2653,392040,2,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,Niagara County,36063,56068,46029,104080,0.5387009992313605,0.4422463489623366,0.0964546502690238,-0.05775365103766339000,0.03870099923136050000,
93300346,992793,2018-12-13,2018,2018,40.5089,-74.2336,ny,staten island,10307,024401,3712,13135,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond County,36085,123320,90997,216153,0.5705218063131208,0.4209842102584743,0.1495375960546464,-0.07901578974152568000,0.07052180631312077000,
93657671,38000,1997-08-19,1850,1850,42.525093,-76.736315,ny,trumansburg,14886,950100,1510,216493,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Schuyler County,36097,5621,3903,9766,0.5755682981773500,0.3996518533688306,0.1759164448085193,-0.10034814663116942000,0.07556829817735000000,
91728511,555000,2021-12-02,1960,1960,40.694507,-73.549275,ny,north bellmore,11710,408500,1220,7800,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County,36059,326716,396504,732756,0.4458728417099280,0.5411132764521888,-0.0952404347422607,0.04111327645218876000,-0.05412715829007197500,
91842763,9002135,2006-02-15,1935,1975,40.739446,-73.991507,ny,new york,10011,005400,14110,2600,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,New York County,36061,85185,603040,694904,0.1225852779664529,0.8678033224733200,-0.7452180445068671,0.36780332247332004000,-0.37741472203354710000,
93152577,88000,2009-08-25,1971,1971,42.528673,-73.71465,ny,castleton on hudson,12033,052501,2080,13504,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,Rensselaer County,36083,36500,40969,79409,0.4596456321071919,0.5159238877205354,-0.0562782556133435,0.01592388772053543500,-0.04035436789280811000,
93699600,144000,2025-01-13,1947,1947,42.161209,-77.065707,ny,corning,14830,962400,1080,9375,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Steuben County,36101,29474,15790,46178,0.6382693057300013,0.3419377192602538,0.2963315864697475,-0.15806228073974620000,0.13826930573000130000,
90434910,103000,2010-10-01,1900,1900,43.060005,-74.338643,ny,gloversville,12078,971100,2302,8200,5,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fulton County,36035,15378,7931,23744,0.6476583557951483,0.3340212264150943,0.3136371293800539,-0.16597877358490570000,0.14765835579514830000,
91135555,47500,1994-11-10,1900,1900,43.158413,-77.556883,ny,rochester,14609,007600,1200,5740,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe County,36055,145661,225746,380983,0.3823293952748547,0.5925356249491447,-0.2102062296742899,0.09253562494914469000,-0.11767060472514529000,
93179397,498000,2011-03-30,1950,1950,40.62634,-74.108719,ny,staten island,10310,012100,1320,4000,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond County,36085,123320,90997,216153,0.5705218063131208,0.4209842102584743,0.1495375960546464,-0.07901578974152568000,0.07052180631312077000,
91783832,187250,1996-06-25,1959,1959,40.687528,-73.531779,ny,north bellmore,11710,414900,1612,6600,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County,36059,326716,396504,732756,0.4458728417099280,0.5411132764521888,-0.0952404347422607,0.04111327645218876000,-0.05412715829007197500,
92266612,129320,2019-12-19,1950,1990,43.03409,-76.431175,ny,elbridge,13060,012000,1488,17000,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Onondaga County,36067,90619,138894,234735,0.3860480967899972,0.5917055402901144,-0.2056574435001171,0.09170554029011435000,-0.11395190321000281000,
89172534,60005,1996-01-02,1970,1970,42.470891,-73.813406,ny,ravena,12143,014402,2480,18295,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Albany County,36001,51081,99474,154101,0.3314774076741877,0.6455117098526291,-0.3140343021784413,0.14551170985262907000,-0.16852259232581230000,
93617786,220000,2023-09-12,2002,2002,42.775946,-73.956565,ny,schenectady,12306,033003,1265,17424,2,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Schenectady County,36093,30741,42465,74826,0.4108331328682543,0.5675166386015557,-0.1566835057333013,0.06751663860155566000,-0.08916686713174571000,
173451114,0,2025-03-21,2016,2016,40.747412,-73.971412,ny,new york,10016,008800,2181,32364,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,New York County,36061,85185,603040,694904,0.1225852779664529,0.8678033224733200,-0.7452180445068671,0.36780332247332004000,-0.37741472203354710000,
92067484,85500,1996-06-28,1920,1920,43.070507,-75.602683,ny,sherrill,13461,024800,3189,0,4,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,Oneida County,36065,57180,41567,100746,0.5675659579536656,0.4125920632084648,0.1549738947452007,-0.08740793679153519000,0.06756595795366560000,
93532703,295000,2004-05-14,1993,1993,42.824166,-73.793384,ny,clifton park,12065,062507,2500,20038,4,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Saratoga County,36091,61305,68471,132655,0.4621386302815574,0.5161584561456409,-0.0540198258640834,0.01615845614564093000,-0.03786136971844262000,
94536624,95219,2000-04-12,1950,1950,41.990401,-73.979897,ny,lake katrine,12449,951300,988,82764,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Ulster County,36111,37590,57970,97420,0.3858550605625128,0.5950523506466845,-0.2091972900841716,0.09505235064668449000,-0.11414493943748721000,
91867397,0,2002-05-14,,,40.773158,-73.981426,ny,new york,10023,014900,1507,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,New York County,36061,85185,603040,694904,0.1225852779664529,0.8678033224733200,-0.7452180445068671,0.36780332247332004000,-0.37741472203354710000,
93351572,352540,1997-09-03,1997,1997,41.023666,-73.960843,ny,tappan,10983,013401,2782,16553,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Rockland County,36087,73186,75802,150369,0.4867093616370395,0.5041065645179525,-0.0173972028809130,0.00410656451795254900,-0.01329063836296051600,
94582847,50000,2016-11-04,1900,1975,43.7384,-74.049,ny,north river,12856,074000,1254,8712,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Warren County,36113,17699,17642,36131,0.4898563560377515,0.4882787633887797,0.0015775926489717,-0.01172123661122032000,-0.01014364396224848300,
93605025,60000,2021-04-22,1900,1970,42.785212,-73.964657,ny,schenectady,12306,033300,536,7405,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Schenectady County,36093,30741,42465,74826,0.4108331328682543,0.5675166386015557,-0.1566835057333013,0.06751663860155566000,-0.08916686713174571000,
90145237,453000,2021-04-05,1987,1987,43.021431,-78.705992,ny,east amherst,14051,009007,2821,14885,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Erie County,36029,197527,267174,473021,0.4175861113988596,0.5648248175028170,-0.1472387061039573,0.06482481750281699000,-0.08241388860114040000,
156455648,9000,2016-01-04,2017,2017,43.407054,-75.484256,ny,ava,13303,024303,1200,65340,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Oneida County,36065,57180,41567,100746,0.5675659579536656,0.4125920632084648,0.1549738947452007,-0.08740793679153519000,0.06756595795366560000,
92691802,535000,2016-11-18,1965,1965,41.436644,-73.682517,ny,carmel,10512,011502,1247,20038,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Putnam County,36079,29283,24953,54989,0.5325246867555329,0.4537816654239939,0.0787430213315389,-0.04621833457600610400,0.03252468675553288000,
89542868,30000,2005-12-20,1872,1872,42.484434,-79.341582,ny,dunkirk,14048,035600,1615,6000,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Chautauqua County,36013,34853,23087,59304,0.5877006610009443,0.3892992041009038,0.1984014569000405,-0.11070079589909620000,0.08770066100094431000,
93508007,84333,2016-06-06,2017,2017,42.987327,-73.7567,ny,saratoga springs,12866,061905,2016,5227,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Saratoga County,36091,61305,68471,132655,0.4621386302815574,0.5161584561456409,-0.0540198258640834,0.01615845614564093000,-0.03786136971844262000,
90832092,1700000,2023-12-07,1931,1931,40.629818,-74.005085,ny,brooklyn,11219,021200,4740,1800,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Kings County,36047,202772,703310,913246,0.2220343697098043,0.7701210845708604,-0.5480867148610560,0.27012108457086037000,-0.27796563029019570000,
89911280,275000,2016-08-12,1955,2005,41.658143,-73.906012,ny,poughkeepsie,12603,140400,1772,30492,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Dutchess County,36027,66872,81443,151122,0.4425034078426701,0.5389221953123966,-0.0964187874697264,0.03892219531239660000,-0.05749659215732988400,
91150018,115000,2021-10-25,1948,1948,43.232995,-77.64918,ny,rochester,14616,013601,1356,5900,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe County,36055,145661,225746,380983,0.3823293952748547,0.5925356249491447,-0.2102062296742899,0.09253562494914469000,-0.11767060472514529000,
91026055,68000,2020-05-19,1962,1962,42.835779,-77.700969,ny,lakeville,14480,030702,768,4143,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Livingston County,36051,18182,12477,31401,0.5790261456641508,0.3973440336295022,0.1816821120346485,-0.10265596637049779000,0.07902614566415078000,
92013529,60000,2025-07-25,1922,1922,43.08799,-79.036303,ny,niagara falls,14303,021700,1656,3920,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,Niagara County,36063,56068,46029,104080,0.5387009992313605,0.4422463489623366,0.0964546502690238,-0.05775365103766339000,0.03870099923136050000,
91101882,31000,2002-10-02,1890,1890,43.175744,-77.56876,ny,rochester,14609,005400,2307,9713,4,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,Monroe County,36055,145661,225746,380983,0.3823293952748547,0.5925356249491447,-0.2102062296742899,0.09253562494914469000,-0.11767060472514529000,
93189401,340000,2009-07-28,1960,1960,40.609099,-74.084291,ny,staten island,10304,004004,2474,4200,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond County,36085,123320,90997,216153,0.5705218063131208,0.4209842102584743,0.1495375960546464,-0.07901578974152568000,0.07052180631312077000,
169751380,9000,2020-08-12,2021,2021,42.7155,-78.346255,ny,varysburg,14167,970400,1725,90605,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming County,36121,13898,5073,19399,0.7164286818908191,0.2615083251714006,0.4549203567194185,-0.23849167482859940000,0.21642868189081910000,
90624990,35000,2000-06-27,1870,1870,44.178089,-75.780505,ny,theresa,13691,060700,2220,457380,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson County,36045,25629,17307,43848,0.5844964422550629,0.3947044334975369,0.1897920087575260,-0.10529556650246308000,0.08449644225506292000,
91580243,405000,2005-06-23,1953,1953,40.747521,-73.517139,ny,hicksville,11801,519200,1419,6000,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County,36059,326716,396504,732756,0.4458728417099280,0.5411132764521888,-0.0952404347422607,0.04111327645218876000,-0.05412715829007197500,
92549000,13024,2000-06-26,1994,1994,41.298284,-74.295338,ny,warwick,10990,014700,1392,4500,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Orange County,36071,84996,84684,172099,0.4938785234080384,0.4920656133969401,0.0018129100110982,-0.00793438660305989500,-0.00612147659196160500,
93090328,138000,1997-10-21,1910,1910,40.664498,-73.764582,ny,springfield gardens,11413,032000,1826,4000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Queens County,36081,212665,569038,787860,0.2699273982687279,0.7222577615312366,-0.4523303632625086,0.22225776153123655000,-0.23007260173127210000,
92262483,61200,1998-12-22,1955,1955,43.126083,-76.16211,ny,syracuse,13212,011011,1040,9100,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Onondaga County,36067,90619,138894,234735,0.3860480967899972,0.5917055402901144,-0.2056574435001171,0.09170554029011435000,-0.11395190321000281000,
94173830,420000,2018-02-05,1987,1987,40.823223,-73.236572,ny,hauppauge,11788,135209,1750,436,3,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Suffolk County,36103,381253,381021,771541,0.4941448348175923,0.4938441379006430,0.0003006969169492,-0.00615586209935697900,-0.00585516518240769600,
90922787,670000,2022-09-26,1965,1965,40.630554,-73.90793,ny,brooklyn,11236,099800,1870,2600,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Kings County,36047,202772,703310,913246,0.2220343697098043,0.7701210845708604,-0.5480867148610560,0.27012108457086037000,-0.27796563029019570000,
173668246,937808,2021-09-10,2019,2019,40.751657,-73.938966,ny,long island city,11101,003301,42,5046,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Queens County,36081,212665,569038,787860,0.2699273982687279,0.7222577615312366,-0.4523303632625086,0.22225776153123655000,-0.23007260173127210000,
89089893,250000,2011-03-15,1986,1986,42.642654,-73.835752,ny,albany,12208,001804,1388,13392,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,Albany County,36001,51081,99474,154101,0.3314774076741877,0.6455117098526291,-0.3140343021784413,0.14551170985262907000,-0.16852259232581230000,
93723291,10000,2016-03-21,1970,1990,42.1323,-77.5025,ny,jasper,14855,962000,1920,30492,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Steuben County,36101,29474,15790,46178,0.6382693057300013,0.3419377192602538,0.2963315864697475,-0.15806228073974620000,0.13826930573000130000,
92271305,76400,2024-11-15,1972,1972,43.151177,-76.209935,ny,liverpool,13090,011231,1160,139828,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Onondaga County,36067,90619,138894,234735,0.3860480967899972,0.5917055402901144,-0.2056574435001171,0.09170554029011435000,-0.11395190321000281000,
94495156,0,2009-04-08,1989,1989,41.723848,-74.10201,ny,new paltz,12561,953300,2530,65340,2,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Ulster County,36111,37590,57970,97420,0.3858550605625128,0.5950523506466845,-0.2091972900841716,0.09505235064668449000,-0.11414493943748721000,
93614397,100000,2006-01-12,1920,1920,42.810272,-73.924812,ny,schenectady,12308,020800,2544,4669,5,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Schenectady County,36093,30741,42465,74826,0.4108331328682543,0.5675166386015557,-0.1566835057333013,0.06751663860155566000,-0.08916686713174571000,
91758644,495000,2015-03-31,1966,1966,40.645378,-73.536044,ny,merrick,11566,415202,2771,6076,0,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County,36059,326716,396504,732756,0.4458728417099280,0.5411132764521888,-0.0952404347422607,0.04111327645218876000,-0.05412715829007197500,
93409538,47150,1996-06-19,1855,1975,44.589683,-75.166768,ny,canton,13617,492000,1140,11946,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence County,36089,24608,19361,44907,0.5479769300999844,0.4311354577237402,0.1168414723762442,-0.06886454227625982000,0.04797693009998438000,
92976768,250000,1997-05-13,1926,1926,40.727947,-73.710897,ny,floral park,11001,161700,3200,2025,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Queens County,36081,212665,569038,787860,0.2699273982687279,0.7222577615312366,-0.4523303632625086,0.22225776153123655000,-0.23007260173127210000,
93091901,340000,2012-05-15,1940,1940,40.665065,-73.743414,ny,springfield gardens,11413,068000,1544,3191,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Queens County,36081,212665,569038,787860,0.2699273982687279,0.7222577615312366,-0.4523303632625086,0.22225776153123655000,-0.23007260173127210000,
89095240,195000,2012-03-16,1880,1880,42.65137,-73.765147,ny,albany,12210,002200,1902,1155,3,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Albany County,36001,51081,99474,154101,0.3314774076741877,0.6455117098526291,-0.3140343021784413,0.14551170985262907000,-0.16852259232581230000,
93592908,625000,2010-04-15,1987,1987,42.832847,-73.958673,ny,schenectady,12302,032200,10368,23089,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Schenectady County,36093,30741,42465,74826,0.4108331328682543,0.5675166386015557,-0.1566835057333013,0.06751663860155566000,-0.08916686713174571000,
90580459,143500,2015-07-07,2010,2010,43.104816,-75.162562,ny,utica,13502,011302,2700,43560,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Herkimer County,36043,18870,9937,29319,0.6436099457689552,0.3389269756812988,0.3046829700876564,-0.16107302431870119000,0.14360994576895525000,
90970499,860000,2020-05-08,1920,1920,40.623658,-73.942707,ny,brooklyn,11210,074400,1352,2000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Kings County,36047,202772,703310,913246,0.2220343697098043,0.7701210845708604,-0.5480867148610560,0.27012108457086037000,-0.27796563029019570000,
93443681,90000,2023-03-27,1890,1890,44.748389,-74.999089,ny,norwood,13668,491000,2541,13695,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence County,36089,24608,19361,44907,0.5479769300999844,0.4311354577237402,0.1168414723762442,-0.06886454227625982000,0.04797693009998438000,
92490021,350000,2008-04-25,1940,1940,41.515554,-74.226331,ny,montgomery,12549,010801,1496,78408,4,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Orange County,36071,84996,84684,172099,0.4938785234080384,0.4920656133969401,0.0018129100110982,-0.00793438660305989500,-0.00612147659196160500,
93541432,164500,2019-10-31,1974,1974,42.903755,-73.751528,ny,mechanicville,12118,062505,1128,16117,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Saratoga County,36091,61305,68471,132655,0.4621386302815574,0.5161584561456409,-0.0540198258640834,0.01615845614564093000,-0.03786136971844262000,
92713092,425000,2022-02-01,1900,1900,41.360816,-73.673561,ny,carmel,10512,011600,2594,94090,5,3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Putnam County,36079,29283,24953,54989,0.5325246867555329,0.4537816654239939,0.0787430213315389,-0.04621833457600610400,0.03252468675553288000,
94969472,72000,1994-10-26,1984,1984,42.68634,-78.181235,ny,warsaw,14569,970800,1792,213444,3,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming County,36121,13898,5073,19399,0.7164286818908191,0.2615083251714006,0.4549203567194185,-0.23849167482859940000,0.21642868189081910000,
89481009,70500,2002-06-26,1970,1970,42.082024,-78.384589,ny,olean,14760,961000,1066,21986,3,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Cattaraugus County,36009,22155,11879,34845,0.6358157554885924,0.3409097431482278,0.2949060123403645,-0.15909025685177220000,0.13581575548859237000,
89669238,27500,2000-04-18,1890,1890,42.53364,-75.517202,ny,norwich,13815,970400,3123,12632,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Chenango County,36017,13482,8290,22282,0.6050623821919038,0.3720491876851270,0.2330131945067767,-0.12795081231487299000,0.10506238219190378000,
94844216,1250000,2002-07-09,1997,1997,41.059378,-73.739251,ny,white plains,10604,008602,4230,72310,0,4,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Westchester County,36119,144713,312371,462122,0.3131489087297294,0.6759492082177434,-0.3628002994880140,0.17594920821774340000,-0.18685109127027060000,
91773798,215000,1997-01-07,1961,1961,40.692867,-73.491982,ny,seaford,11783,415500,1522,5640,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County,36059,326716,396504,732756,0.4458728417099280,0.5411132764521888,-0.0952404347422607,0.04111327645218876000,-0.05412715829007197500,
90385712,77000,2008-11-26,1993,1993,44.329188,-73.458708,ny,willsboro,12996,960800,1680,376794,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Essex County,36031,8976,9947,19259,0.4660678124513214,0.5164857988472922,-0.0504179863959707,0.01648579884729217700,-0.03393218754867860500,
93910786,272000,2006-06-07,1955,1955,40.832641,-73.021618,ny,farmingville,11738,158510,1028,8712,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Suffolk County,36103,381253,381021,771541,0.4941448348175923,0.4938441379006430,0.0003006969169492,-0.00615586209935697900,-0.00585516518240769600,
89116632,186000,2001-08-28,1973,1973,42.753589,-73.746003,ny,latham,12110,013510,2184,23522,4,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Albany County,36001,51081,99474,154101,0.3314774076741877,0.6455117098526291,-0.3140343021784413,0.14551170985262907000,-0.16852259232581230000,
94421865,52297,1997-05-28,1980,1980,42.058503,-76.297742,ny,nichols,13812,020600,1746,38250,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Tioga County,36107,14791,9634,25044,0.5906005430442421,0.3846829579939307,0.2059175850503114,-0.11531704200606929000,0.09060054304424214000,
90013802,7000,2006-05-11,1920,1920,42.954814,-78.905216,ny,buffalo,14207,005802,816,3150,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Erie County,36029,197527,267174,473021,0.4175861113988596,0.5648248175028170,-0.1472387061039573,0.06482481750281699000,-0.08241388860114040000,
91513362,782500,2023-06-29,1931,1931,40.669301,-73.626983,ny,rockville centre,11570,412700,1757,6175,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County,36059,326716,396504,732756,0.4458728417099280,0.5411132764521888,-0.0952404347422607,0.04111327645218876000,-0.05412715829007197500,
92006968,24000,1996-12-05,1997,1997,43.141866,-78.879429,ny,sanborn,14132,024303,1612,43560,3,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,Niagara County,36063,56068,46029,104080,0.5387009992313605,0.4422463489623366,0.0964546502690238,-0.05775365103766339000,0.03870099923136050000,
93747734,260000,2024-01-11,2005,2005,42.500597,-77.217397,ny,prattsburgh,14873,960100,1014,1742400,3,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Steuben County,36101,29474,15790,46178,0.6382693057300013,0.3419377192602538,0.2963315864697475,-0.15806228073974620000,0.13826930573000130000,
93486807,280000,2017-01-25,1974,1974,43.081212,-73.750313,ny,saratoga springs,12866,061102,2240,12632,4,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Saratoga County,36091,61305,68471,132655,0.4621386302815574,0.5161584561456409,-0.0540198258640834,0.01615845614564093000,-0.03786136971844262000,
94410662,137500,2024-04-22,1900,1985,42.220584,-76.179395,ny,newark valley,13811,020102,1898,15553,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Tioga County,36107,14791,9634,25044,0.5906005430442421,0.3846829579939307,0.2059175850503114,-0.11531704200606929000,0.09060054304424214000,
93678595,348500,2022-06-30,1993,2000,42.908768,-76.785133,ny,seneca falls,13148,950300,2372,29621,4,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Seneca County,36099,8329,6914,15630,0.5328854766474728,0.4423544465770953,0.0905310300703774,-0.05764555342290473000,0.03288547664747277000,
91989141,175000,2024-03-28,1957,1990,43.053963,-78.841238,ny,north tonawanda,14120,022804,1236,9000,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Niagara County,36063,56068,46029,104080,0.5387009992313605,0.4422463489623366,0.0964546502690238,-0.05775365103766339000,0.03870099923136050000,
91182577,0,1998-09-03,1880,1880,43.154329,-77.654325,ny,rochester,14611,008702,952,5000,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe County,36055,145661,225746,380983,0.3823293952748547,0.5925356249491447,-0.2102062296742899,0.09253562494914469000,-0.11767060472514529000,
93918132,330000,2006-03-28,1983,1983,40.876693,-73.031231,ny,selden,11784,158116,1101,17424,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Suffolk County,36103,381253,381021,771541,0.4941448348175923,0.4938441379006430,0.0003006969169492,-0.00615586209935697900,-0.00585516518240769600,
92682182,140000,2006-11-17,1994,1994,42.584339,-75.257145,ny,new berlin,13411,590402,1456,375052,3,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Otsego County,36077,14382,12975,28008,0.5134961439588689,0.4632604970008569,0.0502356469580119,-0.03673950299914308000,0.01349614395886889000,
90300750,108000,2000-11-30,1989,1989,43.052524,-78.977318,ny,grand island,14072,007303,2346,12012,4,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Erie County,36029,197527,267174,473021,0.4175861113988596,0.5648248175028170,-0.1472387061039573,0.06482481750281699000,-0.08241388860114040000,
90604273,113400,2023-06-30,1900,1900,44.240451,-76.084,ny,clayton,13624,060201,1008,2614,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson County,36045,25629,17307,43848,0.5844964422550629,0.3947044334975369,0.1897920087575260,-0.10529556650246308000,0.08449644225506292000,
92336156,37000,2015-11-25,1979,1979,42.93355,-76.296848,ny,marcellus,13108,016501,780,27583,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Onondaga County,36067,90619,138894,234735,0.3860480967899972,0.5917055402901144,-0.2056574435001171,0.09170554029011435000,-0.11395190321000281000,
90960370,681006,2004-09-23,2002,2003,40.584949,-73.984778,ny,brooklyn,11214,030800,3024,2200,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Kings County,36047,202772,703310,913246,0.2220343697098043,0.7701210845708604,-0.5480867148610560,0.27012108457086037000,-0.27796563029019570000,
89784793,50000,1997-09-30,1870,1870,42.564426,-75.888111,ny,cincinnatus,13040,971100,1540,522720,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cortland County,36023,10789,10369,21678,0.4976935141618230,0.4783190331211366,0.0193744810406863,-0.02168096687886339500,-0.00230648583817699700,
