PROPERTY_ID,SALE_PRICE,SALE_DATE,LATITUDE,LONGITUDE,STATE,CITY,ZIP,CENSUS_TRACT,YEAR_BUILT,EFFECTIVE_YEAR_BUILT,YEAR_BUILT_FINAL,LIVING_SQFT,LOT_SQFT,LOT_ACRES,BEDROOMS,FULL_BATHS,HALF_BATHS,TOTAL_ROOMS,GARAGE_SPACES,FIREPLACE_CODE,HAS_FIREPLACE,BUILDING_QUALITY,BUILDING_CONDITION,ARCHITECTURAL_STYLE,POOL_CODE,HAS_POOL,STORIES,AC_CODE,HAS_AC,BASEMENT_CODE,BASEMENT_FINISHED_SQFT,HAS_BASEMENT,WATER_CODE,HAS_WATER_FEATURE,ASSESSED_TOTAL_VALUE,ASSESSED_LAND_VALUE,ASSESSED_IMPROVEMENT_VALUE,MARKET_VALUE_LAND,MARKET_VALUE_IMPROVEMENTS,TOPOGRAPHY_CODE,SITE_INFLUENCE_CODE,EXTERIOR_WALLS_CODE,ROOF_COVER_CODE,IS_OWNER_OCCUPIED,PREVIOUS_SALE_PRICE,PREVIOUS_SALE_DATE,SUBDIVISION,ZONING,TOTAL_POPULATION_25PLUS,MALE_BACHELORS_DEGREE,FEMALE_BACHELORS_DEGREE,PCT_BACHELORS_DEGREE,TOTAL_POPULATION,NON_HISPANIC_WHITE_POPULATION,PCT_WHITE,MEDIAN_EARNINGS_TOTAL,MEDIAN_EARNINGS_MALE,MEDIAN_EARNINGS_FEMALE,MEDIAN_HOUSEHOLD_INCOME,MEDIAN_HOME_VALUE,MEDIAN_GROSS_RENT,OWNER_OCCUPIED_UNITS,RENTER_OCCUPIED_UNITS,PCT_OWNER_OCCUPIED,OCCUPIED_UNITS,VACANT_UNITS,VACANCY_RATE,MEDIAN_AGE,CIVILIAN_EMPLOYED,CIVILIAN_UNEMPLOYED,UNEMPLOYMENT_RATE,WEALTH_CONCENTRATION_INDEX,EDUCATION_INCOME_INDEX,COUNTY_NAME,COUNTY_FIPS,VOTES_GOP,VOTES_DEM,TOTAL_VOTES,PER_GOP,PER_DEM,PER_POINT_DIFF,DEM_MARGIN,REP_MARGIN,POLITICAL_LEAN_STRENGTH,STATE_FIPS
93817184,526000,2025-02-14,40.958619,-72.98218,ny,sound beach,11789,158317,1929,1929,1929,1728,6098,0.140000,4,2,0,8,0,1,1,,,11,,0,100,,0,3,,1,,0,1310,120,1190,226,2245,,164,2,,,230000,2023-10-25,sound beach 4,,4588,640,620,27.462947,6193,5455,88.083320,48044.000000,64701.333333,39157.666667,112247.666667,331466.666667,1319.500000,1870,221,89.430894,2091,101,4.607664,44.333333,3520,101,2.789285,695.149799668731,30.826517205495,Suffolk County,36103,381253,381021,771541,0.4941448348175923,0.4938441379006430,0.0003006969169492,-0.00615586209935697900,-0.00585516518240769600,0.0003006969169493,36
89085494,220000,2024-09-18,42.660762,-73.785884,ny,albany,12208,001600,1913,1913,1913,1433,2418,0.056000,4,1,1,0,0,,0,7,6,1,,0,200,,0,2,,1,2,1,213000,42600,170400,42600,170400,,,5,,,164500,2021-04-21,,r2a,2137,370,224,27.795976,4151,3057,73.644905,34144.250000,52505.666667,29269.750000,68015.000000,178125.000000,1024.500000,594,1302,31.329114,1896,216,10.227273,32.500000,2678,171,6.002106,282.330265000000,18.905433076400,Albany County,36001,51081,99474,154101,0.3314774076741877,0.6455117098526291,-0.3140343021784413,0.14551170985262907000,-0.16852259232581230000,0.3140343021784414,36
